metro,date,home_values,rent_index,inventory,new_construction_sales,sales_count,mean_sale_price,years_to_save_downpayment,homeowner_affordability,renter_affordability,days_on_market,median_sale_to_list_ratio
"Miami, FL",07/31/2015,"$224,223","$1,508",,,"12,079","$311,396",9,0.3304,0.3617,,
"Miami, FL",07/31/2016,"$245,903","$1,557",,,"10,151","$315,909",9,0.3289,0.3579,,
"Miami, FL",07/31/2017,"$265,076","$1,599",,,"10,117","$340,828",10,0.3523,0.3549,,
"Miami, FL",07/31/2018,"$283,801","$1,647","51,462","1,283","9,887","$354,503",10,0.3719,0.3466,68,0.9663
"Miami, FL",07/31/2019,"$294,722","$1,693","56,816",750,"10,841","$366,587",10,0.3487,0.3398,83,0.9685
"Miami, FL",07/31/2020,"$307,771","$1,724","51,919",725,"10,717","$430,924",10,0.3302,0.3299,85,0.9706
"Miami, FL",07/31/2021,"$356,642","$2,034","34,596",731,"14,535","$526,976",11,0.3442,0.3664,50,0.9892
"Miami, FL",07/31/2022,"$446,694","$2,521","28,557",629,"9,772","$574,175",13,0.4818,0.4268,27,1.0000
"Miami, FL",07/31/2023,"$468,447","$2,576","31,348",538,"8,022","$594,205",12,0.5348,0.4052,52,0.9776
"Miami, FL",07/31/2024,"$494,728","$2,624","46,947",352,"8,060","$656,907",12,0.5378,0.3881,68,0.9703
"Miami, FL",07/31/2025,"$476,568","$2,655","57,795",255,"7,235","$656,273",11,0.5000,0.3784,95,0.9637
"Miami, FL",08/31/2012,"$151,331",,,,"9,772","$244,526",7,0.2527,,,
"Miami, FL",08/31/2013,"$177,875",,,,"10,718","$276,156",8,0.2953,,,
"Miami, FL",08/31/2014,"$204,825",,,,"9,954","$292,511",8,0.3125,,,
"Miami, FL",08/31/2015,"$226,149","$1,515",,,"10,463","$308,900",9,0.3283,0.3621,,
"Miami, FL",08/31/2016,"$247,510","$1,560",,,"10,882","$315,953",9,0.3300,0.3576,,
"Miami, FL",08/31/2017,"$266,720","$1,606",,,"10,883","$334,758",10,0.3503,0.3545,,
"Miami, FL",08/31/2018,"$285,329","$1,654","50,432","1,315","10,135","$347,625",10,0.3729,0.3463,69,0.9677
"Miami, FL",08/31/2019,"$295,249","$1,697","55,223",651,"9,943","$352,670",10,0.3448,0.3395,84,0.9680
"Miami, FL",08/31/2020,"$309,149","$1,730","51,403",733,"10,758","$432,654",10,0.3288,0.3296,84,0.9713
"Miami, FL",08/31/2021,"$362,063","$2,097","33,789",835,"13,425","$512,678",11,0.3454,0.3739,44,0.9889
"Miami, FL",08/31/2022,"$450,946","$2,529","30,756",749,"9,837","$548,985",13,0.4758,0.4245,30,0.9870
"Miami, FL",08/31/2023,"$472,181","$2,580","31,145",593,"8,760","$601,642",12,0.5457,0.4035,51,0.9762
"Miami, FL",08/31/2024,"$494,748","$2,629","47,125",391,"7,731","$620,268",12,0.5221,0.3873,70,0.9708
"Miami, FL",08/31/2025,"$473,618","$2,656","56,417",305,"6,917","$648,013",11,0.4914,0.3777,97,0.9630
"Miami, FL",09/30/2012,"$152,464",,,,"8,025","$232,455",7,0.2505,,,
"Miami, FL",09/30/2013,"$180,441",,,,"9,669","$272,150",8,0.2995,,,
"Miami, FL",09/30/2014,"$206,640",,,,"9,924","$293,959",8,0.3156,,,
"Miami, FL",09/30/2015,"$228,245","$1,527",,,"10,539","$306,998",9,0.3290,0.3622,,
"Miami, FL",09/30/2016,"$249,107","$1,565",,,"9,939","$309,349",10,0.3321,0.3577,,
"Miami, FL",09/30/2017,"$268,277","$1,613",,,"7,252","$327,223",10,0.3485,0.3537,,
"Miami, FL",09/30/2018,"$286,788","$1,659","49,919","1,223","8,124","$348,381",10,0.3757,0.3457,72,0.9689
"Miami, FL",09/30/2019,"$295,950","$1,703","54,008",634,"8,922","$362,807",10,0.3451,0.3401,85,0.9659
"Miami, FL",09/30/2020,"$311,722","$1,735","50,171",699,"10,666","$434,801",10,0.3308,0.3310,81,0.9712
"Miami, FL",09/30/2021,"$366,490","$2,154","33,003",762,"12,244","$484,715",11,0.3522,0.3850,41,0.9880
"Miami, FL",09/30/2022,"$452,567","$2,537","31,767",693,"8,433","$568,526",13,0.5091,0.4228,34,0.9814
"Miami, FL",09/30/2023,"$475,152","$2,584","31,393",593,"7,817","$603,129",12,0.5518,0.4020,51,0.9785
"Miami, FL",09/30/2024,"$494,805","$2,634","47,444",326,"6,470","$634,021",12,0.5109,0.3868,73,0.9692
"Miami, FL",09/30/2025,"$471,627","$2,654","55,074",238,"6,979","$639,886",11,0.4827,0.3768,101,0.9627
"Miami, FL",10/31/2012,"$153,646",,,,"9,343","$242,332",7,0.2480,,,
"Miami, FL",10/31/2013,"$183,049",,,,"10,127","$271,806",8,0.2962,,,
"Miami, FL",10/31/2014,"$208,245",,,,"10,679","$293,145",8,0.3144,,,
"Miami, FL",10/31/2015,"$230,384","$1,534",,,"10,218","$297,865",9,0.3277,0.3618,,
"Miami, FL",10/31/2016,"$250,972","$1,567",,,"8,912","$303,848",10,0.3343,0.3579,,
"Miami, FL",10/31/2017,"$269,944","$1,618",,,"8,818","$331,509",10,0.3513,0.3527,,
"Miami, FL",10/31/2018,"$288,039","$1,666","50,254","1,024","8,929","$343,904",10,0.3818,0.3454,74,0.9663
"Miami, FL",10/31/2019,"$297,027","$1,713","53,680",676,"9,157","$351,520",10,0.3484,0.3409,86,0.9689
"Miami, FL",10/31/2020,"$314,926","$1,748","49,227",767,"11,701","$436,489",10,0.3334,0.3343,79,0.9715
"Miami, FL",10/31/2021,"$370,745","$2,196","32,325",653,"11,863","$492,125",11,0.3628,0.3947,42,0.9867
"Miami, FL",10/31/2022,"$453,462","$2,539","32,323",594,"7,943","$558,971",13,0.5389,0.4212,39,0.9783
"Miami, FL",10/31/2023,"$478,047","$2,591","32,742",562,"7,515","$615,002",12,0.5697,0.4014,50,0.9744
"Miami, FL",10/31/2024,"$494,356","$2,635","48,109",339,"6,742","$640,111",12,0.5183,0.3859,77,0.9680
"Miami, FL",10/31/2025,"$470,685","$2,653","54,277",261,"7,072","$671,162",11,0.4773,0.3758,104,0.9630
"Miami, FL",11/30/2012,"$155,158",,,,"8,904","$245,718",7,0.2476,,,
"Miami, FL",11/30/2013,"$185,389",,,,"8,883","$286,890",8,0.3004,,,
"Miami, FL",11/30/2014,"$210,023",,,,"8,559","$285,906",9,0.3154,,,
"Miami, FL",11/30/2015,"$232,413","$1,543",,,"8,431","$303,076",9,0.3323,0.3621,,
"Miami, FL",11/30/2016,"$252,655","$1,571",,,"8,856","$311,933",10,0.3436,0.3582,,
"Miami, FL",11/30/2017,"$271,726","$1,619",,,"8,279","$332,601",10,0.3525,0.3510,,
"Miami, FL",11/30/2018,"$289,522","$1,672","50,709",984,"8,220","$354,563",10,0.3834,0.3449,77,0.9655
"Miami, FL",11/30/2019,"$298,674","$1,723","53,588",655,"8,044","$360,507",10,0.3503,0.3420,87,0.9677
"Miami, FL",11/30/2020,"$318,855","$1,765","47,764",614,"10,271","$452,768",10,0.3356,0.3376,78,0.9729
"Miami, FL",11/30/2021,"$375,740","$2,240","30,955",685,"11,619","$523,904",11,0.3688,0.4038,43,0.9862
"Miami, FL",11/30/2022,"$454,362","$2,545","32,290",744,"7,035","$555,174",13,0.5333,0.4198,43,0.9730
"Miami, FL",11/30/2023,"$480,981","$2,593","34,280",570,"6,524","$588,327",12,0.5633,0.4000,51,0.9729
"Miami, FL",11/30/2024,"$493,382","$2,634","49,138",310,"5,750","$635,488",12,0.5301,0.3850,80,0.9677
"Miami, FL",11/30/2025,"$469,974","$2,652","53,780",260,"5,856","$673,598",11,0.4750,0.3750,105,0.9635
"Miami, FL",12/31/2012,"$157,000",,,,"9,816","$280,171",7,0.2498,,,
"Miami, FL",12/31/2013,"$187,679",,,,"10,026","$286,930",8,0.3075,,,
"Miami, FL",12/31/2014,"$211,927",,,,"10,853","$296,644",9,0.3143,,,
"Miami, FL",12/31/2015,"$234,149","$1,546",,,"10,612","$300,680",9,0.3339,0.3623,,
"Miami, FL",12/31/2016,"$253,934","$1,570",,,"9,986","$315,852",10,0.3555,0.3575,,
"Miami, FL",12/31/2017,"$273,806","$1,621",,,"9,316","$347,466",10,0.3543,0.3500,,
"Miami, FL",12/31/2018,"$291,208","$1,677","51,011","1,052","7,976","$353,383",10,0.3770,0.3443,80,0.9657
"Miami, FL",12/31/2019,"$300,714","$1,729","53,228",926,"9,724","$376,295",10,0.3532,0.3428,90,0.9664
"Miami, FL",12/31/2020,"$322,886","$1,781","46,425",830,"12,700","$474,411",10,0.3338,0.3371,80,0.9709
"Miami, FL",12/31/2021,"$381,463","$2,285","29,085",841,"13,020","$547,833",11,0.3729,0.4099,44,0.9892
"Miami, FL",12/31/2022,"$455,538","$2,548","32,528",876,"7,202","$541,174",12,0.5142,0.4180,48,0.9720
"Miami, FL",12/31/2023,"$483,698","$2,589","35,866",641,"6,798","$612,917",12,0.5387,0.3978,55,0.9701
"Miami, FL",12/31/2024,"$492,532","$2,633","50,086",336,"6,633","$650,006",12,0.5243,0.3841,85,0.9655
"Miami, FL",12/31/2025,"$469,513","$2,650","53,112",273,"7,461","$675,111",11,0.4719,0.3744,107,0.9631
"New York, NY",01/31/2012,"$371,559",,,,"8,216","$486,311",11,0.4283,,,
"New York, NY",01/31/2013,"$373,731",,,,"10,115","$529,281",11,0.4011,,,
"New York, NY",01/31/2014,"$390,682",,,,"10,928","$542,535",11,0.4524,,,
"New York, NY",01/31/2015,"$407,880","$2,153",,,"10,737","$552,066",11,0.4148,0.3625,,
"New York, NY",01/31/2016,"$426,804","$2,234",,,"12,315","$524,382",12,0.4350,0.3659,,
"New York, NY",01/31/2017,"$442,128","$2,279",,,"14,984","$541,686",12,0.4497,0.3632,,
"New York, NY",01/31/2018,"$466,310","$2,305",,603,"14,471","$539,089",12,0.4424,0.3492,,0.9782
"New York, NY",01/31/2019,"$486,040","$2,370","76,678",626,"13,514","$531,760",12,0.4498,0.3465,100,0.9756
"New York, NY",01/31/2020,"$500,463","$2,448","74,301",625,"14,189","$547,828",12,0.4287,0.3536,107,0.9771
"New York, NY",01/31/2021,"$531,207","$2,228","65,541",665,"19,227","$596,360",12,0.4035,0.3077,78,0.9954
"New York, NY",01/31/2022,"$581,791","$2,641","50,768",661,"18,254","$682,019",13,0.4456,0.3563,73,1.0000
"New York, NY",01/31/2023,"$607,312","$2,864","45,916",462,"11,127","$688,051",13,0.5425,0.3672,72,0.9893
"New York, NY",01/31/2024,"$636,433","$2,986","38,061",457,"10,782","$764,324",13,0.5526,0.3661,68,1.0000
"New York, NY",01/31/2025,"$679,365","$3,109","36,838",463,"11,187","$852,484",13,0.5878,0.3681,71,1.0000
"New York, NY",01/31/2026,"$703,346","$3,241","38,102",287,"9,449","$880,342",13,0.5532,0.3713,73,1.0000
"New York, NY",02/28/2013,"$374,674",,,,"8,596","$465,418",11,0.4060,,,
"New York, NY",02/28/2014,"$392,412",,,,"8,719","$523,017",11,0.4498,,,
"New York, NY",02/28/2015,"$408,078","$2,168",,,"9,931","$527,713",11,0.4156,0.3644,,
"New York, NY",02/28/2017,"$444,674","$2,280",,,"12,781","$515,595",12,0.4511,0.3618,,
"New York, NY",02/28/2018,"$467,854","$2,312",,520,"12,358","$533,150",12,0.4523,0.3489,,0.9762
"New York, NY",02/28/2019,"$487,598","$2,379","74,497",497,"11,243","$532,100",12,0.4463,0.3460,102,0.9748
"New York, NY",02/28/2021,"$537,464","$2,242","61,868",657,"16,496","$601,831",12,0.4073,0.3064,84,0.9932
"New York, NY",02/28/2022,"$586,397","$2,672","46,430",625,"15,201","$686,795",13,0.4577,0.3578,72,1.0000
"New York, NY",02/28/2023,"$605,954","$2,877","42,796",510,"9,733","$663,361",13,0.5390,0.3672,76,0.9873
"New York, NY",02/28/2025,"$680,646","$3,126","35,370",384,"9,384","$820,550",13,0.5826,0.3684,72,1.0000
"New York, NY",02/28/2026,"$706,888","$3,258","35,702",,"8,140","$894,488",13,0.5523,0.3713,76,
"New York, NY",02/29/2012,"$370,698",,,,"7,246","$472,006",11,0.4262,,,
"New York, NY",02/29/2016,"$428,137","$2,239",,,"12,052","$534,834",12,0.4283,0.3654,,
"New York, NY",02/29/2020,"$502,700","$2,460","72,005",578,"11,920","$541,953",12,0.4260,0.3553,109,0.9759
"New York, NY",02/29/2024,"$640,474","$3,003","36,443",389,"9,278","$752,189",13,0.5599,0.3665,72,1.0000
"New York, NY",03/31/2012,"$370,641",,,,"8,796","$476,164",11,0.4274,,,
"New York, NY",03/31/2013,"$375,729",,,,"9,681","$474,503",11,0.4070,,,
"New York, NY",03/31/2014,"$394,917",,,,"10,122","$516,786",11,0.4529,,,
"New York, NY",03/31/2015,"$408,546","$2,186",,,"11,425","$513,721",11,0.4173,0.3660,,
"New York, NY",03/31/2016,"$428,859","$2,247",,,"13,833","$531,273",12,0.4290,0.3647,,
"New York, NY",03/31/2017,"$447,014","$2,291",,,"15,453","$510,961",12,0.4525,0.3610,,
"New York, NY",03/31/2018,"$469,641","$2,325","73,707",615,"14,059","$548,782",12,0.4563,0.3484,68,0.9785
"New York, NY",03/31/2019,"$489,588","$2,394","78,192",585,"13,351","$518,295",12,0.4429,0.3455,100,0.9754
"New York, NY",03/31/2020,"$505,272","$2,469","74,371",604,"12,312","$545,544",12,0.4249,0.3517,101,0.9794
"New York, NY",03/31/2021,"$543,272","$2,262","61,966",782,"20,628","$615,935",12,0.4209,0.3085,81,0.9925
"New York, NY",03/31/2022,"$592,677","$2,709","48,039",723,"18,157","$702,879",13,0.4748,0.3592,67,1.0000
"New York, NY",03/31/2023,"$606,270","$2,903","43,253",601,"12,108","$679,912",13,0.5489,0.3673,73,0.9947
"New York, NY",03/31/2024,"$645,874","$3,031","37,837",446,"10,343","$777,126",13,0.5647,0.3669,67,1.0000
"New York, NY",03/31/2025,"$682,328","$3,154","37,433",385,"10,851","$824,812",13,0.5739,0.3684,67,1.0000
"New York, NY",04/30/2012,"$371,155",,,,"8,928","$497,728",11,0.4259,,,
"New York, NY",04/30/2013,"$376,672",,,,"10,901","$489,823",11,0.4031,,,
"New York, NY",04/30/2014,"$397,648",,,,"10,527","$503,410",11,0.4546,,,
"New York, NY",04/30/2015,"$409,153","$2,204",,,"11,611","$516,566",11,0.4141,0.3668,,
"New York, NY",04/30/2016,"$429,833","$2,259",,,"13,344","$513,864",12,0.4261,0.3641,,
"New York, NY",04/30/2017,"$449,964","$2,305",,,"14,426","$541,206",12,0.4485,0.3599,,
"New York, NY",04/30/2018,"$471,512","$2,344","80,345",595,"14,738","$541,616",12,0.4572,0.3482,65,0.9795
"New York, NY",04/30/2019,"$491,756","$2,411","84,211",657,"14,076","$524,560",12,0.4390,0.3449,92,0.9777
"New York, NY",04/30/2020,"$507,611","$2,463","72,270",488,"9,870","$533,486",12,0.4189,0.3467,92,0.9836
"New York, NY",04/30/2021,"$549,093","$2,288","62,738",786,"18,884","$646,169",13,0.4258,0.3119,72,1.0000
"New York, NY",04/30/2022,"$599,284","$2,748","51,340",733,"16,430","$706,749",13,0.5080,0.3608,58,1.0010
"New York, NY",04/30/2023,"$608,279","$2,933","44,197",478,"10,749","$711,642",13,0.5405,0.3679,65,1.0000
"New York, NY",04/30/2024,"$651,978","$3,058","40,325",441,"11,322","$799,752",13,0.5757,0.3669,59,1.0001
"New York, NY",04/30/2025,"$684,742","$3,183","40,634",393,"11,473","$859,279",13,0.5769,0.3681,58,1.0000
"New York, NY",05/31/2012,"$372,010",,,,"10,594","$510,419",11,0.4228,,,
"New York, NY",05/31/2013,"$377,829",,,,"13,305","$512,336",11,0.4061,,,
"New York, NY",05/31/2014,"$400,334",,,,"12,306","$534,783",11,0.4518,,,
"New York, NY",05/31/2015,"$410,366","$2,218",,,"12,782","$538,145",11,0.4198,0.3668,,
"New York, NY",05/31/2016,"$431,092","$2,273",,,"14,407","$520,032",12,0.4261,0.3637,,
"New York, NY",05/31/2017,"$452,553","$2,322",,,"17,392","$541,760",12,0.4479,0.3592,,
"New York, NY",05/31/2018,"$474,083","$2,362","85,864",712,"16,817","$550,517",12,0.4621,0.3478,63,0.9808
"New York, NY",05/31/2019,"$493,194","$2,431","91,255",781,"16,509","$537,746",12,0.4363,0.3444,86,0.9804
"New York, NY",05/31/2020,"$509,465","$2,448","70,474",504,"10,325","$561,099",12,0.4151,0.3404,87,0.9821
"New York, NY",05/31/2021,"$554,706","$2,330","65,965",773,"18,621","$663,426",13,0.4275,0.3164,63,1.0000
"New York, NY",05/31/2022,"$605,951","$2,796","55,710",716,"18,105","$725,709",13,0.5205,0.3626,50,1.0087
"New York, NY",05/31/2023,"$612,312","$2,968","45,956",588,"13,433","$751,894",13,0.5453,0.3682,58,1.0000
"New York, NY",05/31/2024,"$656,634","$3,087","43,387",597,"12,809","$821,600",13,0.5808,0.3669,51,1.0046
"New York, NY",05/31/2025,"$686,495","$3,211","44,829",413,"12,433","$869,799",13,0.5801,0.3678,51,1.0025
"New York, NY",06/30/2012,"$372,499",,,,"12,369","$523,787",11,0.4190,,,
"New York, NY",06/30/2013,"$379,413",,,,"13,880","$518,776",11,0.4249,,,
"New York, NY",06/30/2014,"$402,136",,,,"13,996","$528,765",11,0.4519,,,
"New York, NY",06/30/2015,"$411,543","$2,233",,,"16,660","$556,514",11,0.4245,0.3666,,
"New York, NY",06/30/2016,"$432,701","$2,288",,,"18,515","$554,959",12,0.4256,0.3634,,
"New York, NY",06/30/2017,"$454,773","$2,336",,,"20,497","$569,831",12,0.4446,0.3580,,
"New York, NY",06/30/2018,"$476,275","$2,378","90,067",699,"19,502","$561,067",12,0.4626,0.3476,64,0.9842
"New York, NY",06/30/2019,"$494,462","$2,451","95,966",688,"17,530","$601,675",12,0.4275,0.3447,81,0.9822
"New York, NY",06/30/2020,"$509,805","$2,427","70,352",623,"12,657","$559,875",12,0.4115,0.3343,84,0.9822
"New York, NY",06/30/2021,"$559,740","$2,382","68,987",859,"23,398","$687,328",13,0.4284,0.3191,59,1.0000
"New York, NY",06/30/2022,"$612,050","$2,847","58,872",750,"21,188","$758,975",13,0.5351,0.3650,47,1.0145
"New York, NY",06/30/2023,"$616,484","$2,995","46,609",654,"15,652","$759,272",13,0.5587,0.3677,54,1.0032
"New York, NY",06/30/2024,"$659,712","$3,114","45,840",478,"13,017","$842,110",13,0.5753,0.3664,49,1.0127
"New York, NY",06/30/2025,"$687,958","$3,242","47,708",410,"13,588","$907,713",13,0.5798,0.3684,48,1.0067
"New York, NY",07/31/2012,"$372,854",,,,"12,367","$530,291",11,0.4151,,,
"New York, NY",07/31/2013,"$381,132",,,,"16,321","$535,142",11,0.4376,,,
"New York, NY",07/31/2014,"$403,118",,,,"15,683","$543,206",11,0.4509,,,
"New York, NY",07/31/2015,"$412,915","$2,243",,,"18,235","$550,275",12,0.4269,0.3666,,
"New York, NY",07/31/2016,"$433,930","$2,300",,,"17,560","$547,557",12,0.4216,0.3634,,
"New York, NY",07/31/2017,"$456,333","$2,346",,,"18,565","$553,325",12,0.4462,0.3570,,
"New York, NY",07/31/2018,"$478,671","$2,390","91,881",725,"19,433","$564,448",12,0.4625,0.3476,66,0.9839
"New York, NY",07/31/2019,"$495,154","$2,466","97,260",693,"18,846","$557,978",12,0.4261,0.3450,81,0.9820
"New York, NY",07/31/2020,"$508,891","$2,404","77,012",716,"15,559","$557,704",12,0.4046,0.3284,77,0.9873
"New York, NY",07/31/2021,"$563,937","$2,441","70,650",736,"22,900","$694,327",13,0.4243,0.3225,58,1.0004
"New York, NY",07/31/2022,"$615,932","$2,892","61,312",676,"19,319","$738,029",13,0.5319,0.3670,46,1.0109
"New York, NY",07/31/2023,"$620,089","$3,016","46,421",505,"14,014","$773,205",13,0.5651,0.3669,53,1.0099
"New York, NY",07/31/2024,"$662,457","$3,130","47,234",518,"14,699","$841,463",13,0.5726,0.3654,50,1.0115
"New York, NY",07/31/2025,"$689,120","$3,271","49,038",400,"14,841","$896,578",13,0.5752,0.3695,49,1.0050
"New York, NY",08/31/2012,"$372,760",,,,"13,408","$511,352",11,0.4158,,,
"New York, NY",08/31/2013,"$383,075",,,,"16,802","$542,328",11,0.4438,,,
"New York, NY",08/31/2014,"$403,572",,,,"15,489","$555,026",11,0.4498,,,
"New York, NY",08/31/2015,"$414,667","$2,253",,,"17,626","$542,915",12,0.4231,0.3671,,
"New York, NY",08/31/2016,"$434,551","$2,304",,,"20,137","$535,506",12,0.4211,0.3630,,
"New York, NY",08/31/2017,"$457,921","$2,348",,,"21,737","$544,525",12,0.4429,0.3555,,
"New York, NY",08/31/2018,"$480,673","$2,398","91,253",768,"20,949","$552,251",12,0.4641,0.3479,71,0.9834
"New York, NY",08/31/2019,"$495,641","$2,473","95,383",698,"19,085","$538,701",12,0.4212,0.3453,85,0.9817
"New York, NY",08/31/2020,"$508,208","$2,360","81,547",776,"18,088","$574,490",12,0.4003,0.3215,72,0.9931
"New York, NY",08/31/2021,"$566,463","$2,499","70,786",727,"23,887","$692,661",13,0.4224,0.3276,57,1.0000
"New York, NY",08/31/2022,"$616,653","$2,918","61,386",734,"20,655","$731,860",13,0.5230,0.3683,50,1.0013
"New York, NY",08/31/2023,"$623,390","$3,025","45,235",635,"16,126","$787,343",13,0.5757,0.3662,54,1.0062
"New York, NY",08/31/2024,"$666,197","$3,135","46,569",514,"14,852","$836,980",13,0.5591,0.3645,53,1.0076
"New York, NY",08/31/2025,"$689,903","$3,292","48,097",506,"14,367","$903,290",13,0.5688,0.3707,53,1.0004
"New York, NY",09/30/2012,"$372,877",,,,"10,740","$499,695",11,0.4104,,,
"New York, NY",09/30/2013,"$385,039",,,,"14,727","$527,880",11,0.4463,,,
"New York, NY",09/30/2014,"$404,344",,,,"13,891","$515,161",11,0.4512,,,
"New York, NY",09/30/2015,"$417,205","$2,257",,,"16,239","$536,601",12,0.4239,0.3673,,
"New York, NY",09/30/2016,"$434,908","$2,305",,,"17,854","$519,818",12,0.4218,0.3633,,
"New York, NY",09/30/2017,"$459,511","$2,347",,,"17,887","$518,708",12,0.4396,0.3541,,
"New York, NY",09/30/2018,"$482,503","$2,398","90,051",603,"15,559","$535,523",12,0.4672,0.3479,77,0.9813
"New York, NY",09/30/2019,"$495,374","$2,472","93,359",633,"15,984","$523,676",12,0.4211,0.3464,89,0.9796
"New York, NY",09/30/2020,"$509,878","$2,311","82,809",713,"19,441","$580,023",12,0.4007,0.3167,68,0.9978
"New York, NY",09/30/2021,"$568,005","$2,545","69,101",644,"20,887","$683,391",13,0.4265,0.3360,60,1.0000
"New York, NY",09/30/2022,"$614,148","$2,922","60,262",560,"16,706","$694,303",13,0.5553,0.3689,53,1.0000
"New York, NY",09/30/2023,"$626,119","$3,025","44,010",558,"13,615","$744,108",13,0.5815,0.3662,55,1.0022
"New York, NY",09/30/2024,"$670,221","$3,126","45,915",422,"12,589","$806,856",13,0.5486,0.3642,56,1.0003
"New York, NY",09/30/2025,"$691,291","$3,289","47,265",428,"13,791","$867,622",13,0.5597,0.3715,57,1.0000
"New York, NY",10/31/2012,"$372,831",,,,"10,255","$482,494",11,0.4044,,,
"New York, NY",10/31/2013,"$387,050",,,,"14,545","$505,785",11,0.4379,,,
"New York, NY",10/31/2014,"$405,301",,,,"14,526","$506,064",11,0.4472,,,
"New York, NY",10/31/2015,"$420,155","$2,255",,,"15,795","$524,781",12,0.4224,0.3675,,
"New York, NY",10/31/2016,"$435,669","$2,297",,,"15,817","$519,112",12,0.4225,0.3637,,
"New York, NY",10/31/2017,"$461,303","$2,334",,,"17,660","$501,513",12,0.4417,0.3521,,
"New York, NY",10/31/2018,"$483,519","$2,390","89,340",750,"17,689","$525,900",12,0.4738,0.3476,82,0.9792
"New York, NY",10/31/2019,"$495,409","$2,467","91,309",754,"16,585","$516,152",12,0.4244,0.3482,92,0.9785
"New York, NY",10/31/2020,"$513,577","$2,271","80,976",893,"21,729","$589,335",12,0.4025,0.3140,66,1.0000
"New York, NY",10/31/2021,"$570,181","$2,577","67,467",664,"21,453","$678,880",13,0.4355,0.3442,62,1.0000
"New York, NY",10/31/2022,"$611,584","$2,908","58,241",622,"14,982","$675,744",13,0.5844,0.3690,57,1.0000
"New York, NY",10/31/2023,"$628,467","$3,011","44,105",552,"13,397","$731,708",13,0.5993,0.3659,56,1.0000
"New York, NY",10/31/2024,"$673,742","$3,113","45,287",466,"12,940","$807,649",13,0.5605,0.3646,58,1.0000
"New York, NY",10/31/2025,"$693,606","$3,276","46,782",461,"13,624","$851,127",13,0.5561,0.3719,60,1.0000
"New York, NY",11/30/2012,"$372,986",,,,"9,741","$491,299",11,0.4015,,,
"New York, NY",11/30/2013,"$388,516",,,,"11,981","$499,199",11,0.4404,,,
"New York, NY",11/30/2014,"$406,537",,,,"11,446","$507,300",11,0.4463,,,
"New York, NY",11/30/2015,"$422,786","$2,246",,,"13,189","$514,612",12,0.4284,0.3670,,
"New York, NY",11/30/2016,"$437,199","$2,293",,,"15,513","$501,179",12,0.4329,0.3648,,
"New York, NY",11/30/2017,"$462,851","$2,319",,,"16,063","$518,114",12,0.4418,0.3504,,
"New York, NY",11/30/2018,"$484,395","$2,380","87,186",646,"15,442","$526,392",12,0.4744,0.3476,87,0.9785
"New York, NY",11/30/2019,"$496,377","$2,455","87,828",666,"14,167","$524,025",12,0.4262,0.3497,95,0.9783
"New York, NY",11/30/2020,"$518,934","$2,241","77,001",726,"19,209","$595,129",12,0.4045,0.3126,66,1.0000
"New York, NY",11/30/2021,"$573,671","$2,598","63,984",591,"19,583","$662,596",13,0.4394,0.3512,66,1.0000
"New York, NY",11/30/2022,"$609,561","$2,884","55,450",733,"14,187","$665,603",13,0.5769,0.3683,60,1.0000
"New York, NY",11/30/2023,"$630,781","$2,992","43,672",515,"11,916","$723,107",13,0.5918,0.3657,57,1.0000
"New York, NY",11/30/2024,"$676,511","$3,104","43,896",516,"11,456","$800,188",13,0.5773,0.3658,60,1.0000
"New York, NY",11/30/2025,"$696,920","$3,256","45,632",389,"11,124","$872,877",13,0.5566,0.3718,62,1.0000
"New York, NY",12/31/2012,"$373,034",,,,"11,234","$497,010",11,0.4016,,,
"New York, NY",12/31/2013,"$389,516",,,,"13,203","$526,815",11,0.4476,,,
"New York, NY",12/31/2014,"$407,357",,,,"13,829","$510,881",11,0.4423,,,
"New York, NY",12/31/2015,"$425,065","$2,237",,,"15,484","$531,480",12,0.4299,0.3666,,
"New York, NY",12/31/2016,"$439,683","$2,282",,,"17,074","$508,706",12,0.4477,0.3641,,
"New York, NY",12/31/2017,"$464,588","$2,307",,,"16,429","$529,162",12,0.4429,0.3495,,
"New York, NY",12/31/2018,"$485,006","$2,370","81,944",639,"15,106","$523,613",12,0.4653,0.3470,93,0.9778
"New York, NY",12/31/2019,"$498,030","$2,448","80,727",681,"15,516","$532,183",12,0.4295,0.3517,101,0.9789
"New York, NY",12/31/2020,"$525,222","$2,229","70,532",836,"22,539","$596,808",12,0.4034,0.3100,70,1.0000
"New York, NY",12/31/2021,"$577,607","$2,618","57,820",732,"20,979","$675,361",13,0.4412,0.3544,69,1.0000
"New York, NY",12/31/2022,"$608,132","$2,866","50,400",605,"13,222","$664,588",13,0.5556,0.3676,65,0.9982
"New York, NY",12/31/2023,"$633,546","$2,980","41,172",421,"11,403","$751,304",13,0.5661,0.3657,61,1.0000
"New York, NY",12/31/2024,"$678,294","$3,099","40,397",454,"12,860","$800,114",13,0.5736,0.3669,65,1.0000
"New York, NY",12/31/2025,"$700,310","$3,244","41,945",417,"13,337","$836,216",13,0.5559,0.3717,67,1.0000
"Philadelphia, PA",01/31/2012,"$197,007",,,,"3,702","$223,606",7,0.2423,,,
"Philadelphia, PA",01/31/2013,"$195,169",,,,"4,469","$220,956",6,0.2411,,,
